Compound,Workflow,,,,,,,,,,,,,,,,,,,Retention Time,,,PTC Confirmed RT,SMILES
Nalorphine,Fragment,,,,,,,,,,,,,,,,,,,2.81,,,,C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
Naloxone,TargetPeak,,,,,,,,,,,,,,,,,,,2.89,,,3.25,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
Naloxone,Fragment,,,,,,,,,,,,,,,,,,,2.89,,,3.25,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
Naloxone,Fragment,,,,,,,,,,,,,,,,,,,2.89,,,3.25,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
Naloxone,Fragment,,,,,,,,,,,,,,,,,,,2.89,,,3.25,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
Naloxone,Fragment,,,,,,,,,,,,,,,,,,,2.89,,,3.25,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
Naloxone,Fragment,,,,,,,,,,,,,,,,,,,2.89,,,3.25,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
Naloxoned5,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Naltrexone,TargetPeak,,,,,,,,,,,,,,,,,,,3.15,,,3.5,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
Naltrexone,Fragment,,,,,,,,,,,,,,,,,,,3.15,,,3.5,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
Naltrexone,Fragment,,,,,,,,,,,,,,,,,,,3.15,,,3.5,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
Naltrexone,Fragment,,,,,,,,,,,,,,,,,,,3.15,,,3.5,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
Naltrexone,Fragment,,,,,,,,,,,,,,,,,,,3.15,,,3.5,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
Naltrexone,Fragment,,,,,,,,,,,,,,,,,,,3.15,,,3.5,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
Naltrexoned3,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Nandrolone decanoate,TargetPeak,,,,,,,,,,,,,,,,,,,9.75,,,,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C
Nandrolone decanoate,Fragment,,,,,,,,,,,,,,,,,,,9.75,,,,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C
Nandrolone decanoate,Fragment,,,,,,,,,,,,,,,,,,,9.75,,,,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C
Nandrolone decanoate,Fragment,,,,,,,,,,,,,,,,,,,9.75,,,,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C
Nandrolone decanoate,Fragment,,,,,,,,,,,,,,,,,,,9.75,,,,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C
Nandrolone decanoate,Fragment,,,,,,,,,,,,,,,,,,,9.75,,,,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C
Naphyrone,TargetPeak,,,,,,,,,,,,,,,,,,,5.52,,,,CCCC(C(=O)C1=CC2=CC=CC=C2C=C1)N3CCCC3
Naphyrone,Fragment,,,,,,,,,,,,,,,,,,,5.52,,,,CCCC(C(=O)C1=CC2=CC=CC=C2C=C1)N3CCCC3
Naphyrone,Fragment,,,,,,,,,,,,,,,,,,,5.52,,,,CCCC(C(=O)C1=CC2=CC=CC=C2C=C1)N3CCCC3
Naphyrone,Fragment,,,,,,,,,,,,,,,,,,,5.52,,,,CCCC(C(=O)C1=CC2=CC=CC=C2C=C1)N3CCCC3
Naphyrone,Fragment,,,,,,,,,,,,,,,,,,,5.52,,,,CCCC(C(=O)C1=CC2=CC=CC=C2C=C1)N3CCCC3
Naphyrone,Fragment,,,,,,,,,,,,,,,,,,,5.52,,,,CCCC(C(=O)C1=CC2=CC=CC=C2C=C1)N3CCCC3
Napropamide,TargetPeak,,,,,,,,,,,,,,,,,,,7.22,,,,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21
Napropamide,Fragment,,,,,,,,,,,,,,,,,,,7.22,,,,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21
Napropamide,Fragment,,,,,,,,,,,,,,,,,,,7.22,,,,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21
Napropamide,Fragment,,,,,,,,,,,,,,,,,,,7.22,,,,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21
Napropamide,Fragment,,,,,,,,,,,,,,,,,,,7.22,,,,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21
Napropamide,Fragment,,,,,,,,,,,,,,,,,,,7.22,,,,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21
Naproxen,TargetPeak,,,,,,,,,,,,,,,,,,,6.45,,,,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
Naproxen,Fragment,,,,,,,,,,,,,,,,,,,6.45,,,,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
Naproxen,Fragment,,,,,,,,,,,,,,,,,,,6.45,,,,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
Naproxen,Fragment,,,,,,,,,,,,,,,,,,,6.45,,,,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
Naproxen,Fragment,,,,,,,,,,,,,,,,,,,6.45,,,,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
NaproxenNeg,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Naptalam,TargetPeak,,,,,,,,,,,,,,,,,,,5.76,,,,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CC=C3C(=O)O
Naptalam,Fragment,,,,,,,,,,,,,,,,,,,5.76,,,,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CC=C3C(=O)O
Naptalam,Fragment,,,,,,,,,,,,,,,,,,,5.76,,,,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CC=C3C(=O)O
Naptalam,Fragment,,,,,,,,,,,,,,,,,,,5.76,,,,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CC=C3C(=O)O
Naptalam,Fragment,,,,,,,,,,,,,,,,,,,5.76,,,,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CC=C3C(=O)O
Naptalam,Fragment,,,,,,,,,,,,,,,,,,,5.76,,,,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CC=C3C(=O)O
Nebivolol,TargetPeak,,,,,,,,,,,,,,,,,,,6.13,,,,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
Nebivolol,Fragment,,,,,,,,,,,,,,,,,,,6.13,,,,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
Nebivolol,Fragment,,,,,,,,,,,,,,,,,,,6.13,,,,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
Nebivolol,Fragment,,,,,,,,,,,,,,,,,,,6.13,,,,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
Nebivolol,Fragment,,,,,,,,,,,,,,,,,,,6.13,,,,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
Nebivolol,Fragment,,,,,,,,,,,,,,,,,,,6.13,,,,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
Neburonneg,TargetPeak,,,,,,,,,,,,,,,,,,,7.39,,,,
Neburonneg,Fragment,,,,,,,,,,,,,,,,,,,7.39,,,,
Neburonneg,Fragment,,,,,,,,,,,,,,,,,,,7.39,,,,
Neburonneg,Fragment,,,,,,,,,,,,,,,,,,,7.39,,,,
Neburonpos,TargetPeak,,,,,,,,,,,,,,,,,,,7.39,,,,
Neburonpos,Fragment,,,,,,,,,,,,,,,,,,,7.39,,,,
Neburonpos,Fragment,,,,,,,,,,,,,,,,,,,7.39,,,,
Neburonpos,Fragment,,,,,,,,,,,,,,,,,,,7.39,,,,
Neburonpos,Fragment,,,,,,,,,,,,,,,,,,,7.39,,,,
Neburonpos,Fragment,,,,,,,,,,,,,,,,,,,7.39,,,,
Nefazodone,TargetPeak,,,,,,,,,,,,,,,,,,,6.41,,,,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
Nefazodone,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
Nefazodone,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
Nefazodone,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
Nefazodone,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
Nefazodone,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
Nefopam,TargetPeak,,,,,,,,,,,,,,,,,,,4.71,,,,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
Nefopam,Fragment,,,,,,,,,,,,,,,,,,,4.71,,,,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
Nefopam,Fragment,,,,,,,,,,,,,,,,,,,4.71,,,,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
Nefopam,Fragment,,,,,,,,,,,,,,,,,,,4.71,,,,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
Nefopam,Fragment,,,,,,,,,,,,,,,,,,,4.71,,,,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
Nelfinavir,TargetPeak,,,,,,,,,,,,,,,,,,,6.7,,,,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
Nelfinavir,Fragment,,,,,,,,,,,,,,,,,,,6.7,,,,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
Nelfinavir,Fragment,,,,,,,,,,,,,,,,,,,6.7,,,,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
Nelfinavir,Fragment,,,,,,,,,,,,,,,,,,,6.7,,,,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
Nelfinavir,Fragment,,,,,,,,,,,,,,,,,,,6.7,,,,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
Nelfinavir,Fragment,,,,,,,,,,,,,,,,,,,6.7,,,,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
Nelfinavir Hydroxytertbutylamide M8,TargetPeak,,,,,,,,,,,,,,,,,,,6.07,,,,
Nelfinavir Hydroxytertbutylamide M8,Fragment,,,,,,,,,,,,,,,,,,,6.07,,,,
Nelfinavir Hydroxytertbutylamide M8,Fragment,,,,,,,,,,,,,,,,,,,6.07,,,,
Nelfinavir Hydroxytertbutylamide M8,Fragment,,,,,,,,,,,,,,,,,,,6.07,,,,
Nelfinavir Hydroxytertbutylamide M8,Fragment,,,,,,,,,,,,,,,,,,,6.07,,,,
Nelfinavir Hydroxytertbutylamide M8,Fragment,,,,,,,,,,,,,,,,,,,6.07,,,,
Neostigmine,TargetPeak,,,,,,,,,,,,,,,,,,,2.8,,,,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
Neostigmine,Fragment,,,,,,,,,,,,,,,,,,,2.8,,,,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
Neostigmine,Fragment,,,,,,,,,,,,,,,,,,,2.8,,,,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
Neriifolin,TargetPeak,,,,,,,,,,,,,,,,,,,6.63,,,,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)O)OC)O
Neriifolin,Fragment,,,,,,,,,,,,,,,,,,,6.63,,,,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)O)OC)O
Neriifolin,Fragment,,,,,,,,,,,,,,,,,,,6.63,,,,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)O)OC)O
Neriifolin,Fragment,,,,,,,,,,,,,,,,,,,6.63,,,,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)O)OC)O
Neriifolin,Fragment,,,,,,,,,,,,,,,,,,,6.63,,,,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)O)OC)O
Neriifolin,Fragment,,,,,,,,,,,,,,,,,,,6.63,,,,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)O)OC)O
Netilmicin,TargetPeak,,,,,,,,,,,,,,,,,,,4.03,,,,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
Netilmicin,Fragment,,,,,,,,,,,,,,,,,,,4.03,,,,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
Netilmicin,Fragment,,,,,,,,,,,,,,,,,,,4.03,,,,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
Netilmicin,Fragment,,,,,,,,,,,,,,,,,,,4.03,,,,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
Netilmicin,Fragment,,,,,,,,,,,,,,,,,,,4.03,,,,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
Netilmicin,Fragment,,,,,,,,,,,,,,,,,,,4.03,,,,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
Nevirapine,TargetPeak,,,,,,,,,,,,,,,,,,,4.73,,,,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
Nevirapine,Fragment,,,,,,,,,,,,,,,,,,,4.73,,,,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
Nevirapine,Fragment,,,,,,,,,,,,,,,,,,,4.73,,,,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
Nevirapine,Fragment,,,,,,,,,,,,,,,,,,,4.73,,,,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
Nevirapine,Fragment,,,,,,,,,,,,,,,,,,,4.73,,,,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
Nevirapine,Fragment,,,,,,,,,,,,,,,,,,,4.73,,,,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
Nialamide,TargetPeak,,,,,,,,,,,,,,,,,,,3.97,,,,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
Nialamide,Fragment,,,,,,,,,,,,,,,,,,,3.97,,,,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
Nialamide,Fragment,,,,,,,,,,,,,,,,,,,3.97,,,,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
Nialamide,Fragment,,,,,,,,,,,,,,,,,,,3.97,,,,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
Nialamide,Fragment,,,,,,,,,,,,,,,,,,,3.97,,,,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
Nialamide,Fragment,,,,,,,,,,,,,,,,,,,3.97,,,,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
Niaprazine,TargetPeak,,,,,,,,,,,,,,,,,,,4.08,,,,CC(CCN1CCN(CC1)C2=CC=C(C=C2)F)NC(=O)C3=CN=CC=C3
Niaprazine,Fragment,,,,,,,,,,,,,,,,,,,4.08,,,,CC(CCN1CCN(CC1)C2=CC=C(C=C2)F)NC(=O)C3=CN=CC=C3
Niaprazine,Fragment,,,,,,,,,,,,,,,,,,,4.08,,,,CC(CCN1CCN(CC1)C2=CC=C(C=C2)F)NC(=O)C3=CN=CC=C3
Niaprazine,Fragment,,,,,,,,,,,,,,,,,,,4.08,,,,CC(CCN1CCN(CC1)C2=CC=C(C=C2)F)NC(=O)C3=CN=CC=C3
Nicardipine,TargetPeak,,,,,,,,,,,,,,,,,,,5.95,,,,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
Nicardipine,Fragment,,,,,,,,,,,,,,,,,,,5.95,,,,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
Nicardipine,Fragment,,,,,,,,,,,,,,,,,,,5.95,,,,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
Nicardipine,Fragment,,,,,,,,,,,,,,,,,,,5.95,,,,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
Nicardipine,Fragment,,,,,,,,,,,,,,,,,,,5.95,,,,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
Nicardipine,Fragment,,,,,,,,,,,,,,,,,,,5.95,,,,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
Niclosamide,TargetPeak,,,,,,,,,,,,,,,,,,,7.66,,,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
Niclosamide,Fragment,,,,,,,,,,,,,,,,,,,7.66,,,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
Niclosamide,Fragment,,,,,,,,,,,,,,,,,,,7.66,,,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
Nicotinamide,TargetPeak,,,,,,,,,,,,,,,,,,,0.56,,,,C1=CC(=CN=C1)C(=O)N
Nicotinamide,Fragment,,,,,,,,,,,,,,,,,,,0.56,,,,C1=CC(=CN=C1)C(=O)N
Nicotinamide,Fragment,,,,,,,,,,,,,,,,,,,0.56,,,,C1=CC(=CN=C1)C(=O)N
Nicotinamide,Fragment,,,,,,,,,,,,,,,,,,,0.56,,,,C1=CC(=CN=C1)C(=O)N
Nicotinamide,Fragment,,,,,,,,,,,,,,,,,,,0.56,,,,C1=CC(=CN=C1)C(=O)N
Nicotine,TargetPeak,,,,,,,,,,,,,,,,,,,0.69,,,0.82,CN1CCCC1C2=CN=CC=C2
Nicotine,Fragment,,,,,,,,,,,,,,,,,,,0.69,,,0.82,CN1CCCC1C2=CN=CC=C2
Nicotine,Fragment,,,,,,,,,,,,,,,,,,,0.69,,,0.82,CN1CCCC1C2=CN=CC=C2
Nicotine,Fragment,,,,,,,,,,,,,,,,,,,0.69,,,0.82,CN1CCCC1C2=CN=CC=C2
Nicotine,Fragment,,,,,,,,,,,,,,,,,,,0.69,,,0.82,CN1CCCC1C2=CN=CC=C2
Nicotine,Fragment,,,,,,,,,,,,,,,,,,,0.69,,,0.82,CN1CCCC1C2=CN=CC=C2
Nifedipine,TargetPeak,,,,,,,,,,,,,,,,,,,6.51,,,,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
Nifedipine,Fragment,,,,,,,,,,,,,,,,,,,6.51,,,,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
Nifedipine,Fragment,,,,,,,,,,,,,,,,,,,6.51,,,,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
Nifedipine,Fragment,,,,,,,,,,,,,,,,,,,6.51,,,,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
Nifedipine,Fragment,,,,,,,,,,,,,,,,,,,6.51,,,,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
Nifedipine,Fragment,,,,,,,,,,,,,,,,,,,6.51,,,,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
Nifenazone,TargetPeak,,,,,,,,,,,,,,,,,,,3.83,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3
Nifenazone,Fragment,,,,,,,,,,,,,,,,,,,3.83,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3
Nifenazone,Fragment,,,,,,,,,,,,,,,,,,,3.83,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3
Nifenazone,Fragment,,,,,,,,,,,,,,,,,,,3.83,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3
Nifenazone,Fragment,,,,,,,,,,,,,,,,,,,3.83,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3
Niflumic Acidneg,TargetPeak,,,,,,,,,,,,,,,,,,,7,,,,
Niflumic Acidneg,Fragment,,,,,,,,,,,,,,,,,,,7,,,,
Niflumic Acidneg,Fragment,,,,,,,,,,,,,,,,,,,7,,,,
Niflumic Acidneg,Fragment,,,,,,,,,,,,,,,,,,,7,,,,
Niflumic Acidneg,Fragment,,,,,,,,,,,,,,,,,,,7,,,,
Niflumic Acidneg,Fragment,,,,,,,,,,,,,,,,,,,7,,,,
Niflumic Acidpos,TargetPeak,,,,,,,,,,,,,,,,,,,7,,,,
Niflumic Acidpos,Fragment,,,,,,,,,,,,,,,,,,,7,,,,
Niflumic Acidpos,Fragment,,,,,,,,,,,,,,,,,,,7,,,,
Niflumic Acidpos,Fragment,,,,,,,,,,,,,,,,,,,7,,,,
Nikethamide,TargetPeak,,,,,,,,,,,,,,,,,,,3.59,,,,CCN(CC)C(=O)C1=CN=CC=C1
Nikethamide,Fragment,,,,,,,,,,,,,,,,,,,3.59,,,,CCN(CC)C(=O)C1=CN=CC=C1
Nikethamide,Fragment,,,,,,,,,,,,,,,,,,,3.59,,,,CCN(CC)C(=O)C1=CN=CC=C1
Nilutamide,TargetPeak,,,,,,,,,,,,,,,,,,,6.5,,,,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
Nilutamide,Fragment,,,,,,,,,,,,,,,,,,,6.5,,,,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
Nilutamide,Fragment,,,,,,,,,,,,,,,,,,,6.5,,,,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
Nilutamide,Fragment,,,,,,,,,,,,,,,,,,,6.5,,,,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
Nimesulide,TargetPeak,,,,,,,,,,,,,,,,,,,6.76,,,,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
Nimesulide,Fragment,,,,,,,,,,,,,,,,,,,6.76,,,,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
Nimesulide,Fragment,,,,,,,,,,,,,,,,,,,6.76,,,,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
Nimesulide,Fragment,,,,,,,,,,,,,,,,,,,6.76,,,,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
Nimesulide,Fragment,,,,,,,,,,,,,,,,,,,6.76,,,,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
Nimesulide,Fragment,,,,,,,,,,,,,,,,,,,6.76,,,,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
Nimesulide reduced,TargetPeak,,,,,,,,,,,,,,,,,,,4.87,,,,
Nimesulide reduced,Fragment,,,,,,,,,,,,,,,,,,,4.87,,,,
Nimesulide reduced,Fragment,,,,,,,,,,,,,,,,,,,4.87,,,,
Nimesulide reduced,Fragment,,,,,,,,,,,,,,,,,,,4.87,,,,
Nimesulide reduced,Fragment,,,,,,,,,,,,,,,,,,,4.87,,,,
Nimesulide reduced,Fragment,,,,,,,,,,,,,,,,,,,4.87,,,,
Nimodipine,TargetPeak,,,,,,,,,,,,,,,,,,,7.4,,,,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
Nimodipine,Fragment,,,,,,,,,,,,,,,,,,,7.4,,,,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
Nimodipine,Fragment,,,,,,,,,,,,,,,,,,,7.4,,,,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
Nimodipine,Fragment,,,,,,,,,,,,,,,,,,,7.4,,,,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
Nimodipine,Fragment,,,,,,,,,,,,,,,,,,,7.4,,,,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
